277 50 N
256 58 S
057 38 SE
166 20 E
068 61 S
059 44 SE
172 16 E
074 70 S
071 50 SE
163 25 E
166 14 E
138 21 NE
272 70 N
099 47 N
145 21 NE
277 30 N
120 23 NE
128 28 NE
143 25 NE
131 21 NE
136 22 NE
269 60 N
125 38 NE
106 14 N
286 11 N
110 57 N
103 38 N
103 40 N
278 45 N
291 48 N
136 64 NE
136 68 NE
099 52 N
268 59 N
268 72 N
110 76 N
263 80 N
270 84 N
240 87 N
262 82 S
266 58 N
240 82 NW
118 56 NE
235 72 NW
232 66 NW
256 59 N
274 75 N
273 75 N
112 25 NE
120 24 NE
276 47 N
159 23 NE
156 35 NE
120 16 NE
134 26 NE
180 12 E
181 18 E
202 34 SE
246 30 S
187 33 E
170 14 E
199 18 E
192 16 E
201 15 SE
191 15 SE
130 20 NE
185 23 E
138 25 NE
289 30 N
201 25 SE
138 18 NE
128 20 NE
168 15 SE
140 29 E
121 27 NE
108 45 NE
179 21 E
146 43 NE
262 57 N
279 55 N
272 68 N
103 70 N
108 66 N
109 65 N
264 63 N
277 60 N
276 64 N
276 69 N
121 74 NE
071 78 N
202 52 NW
245 69 NW
147 77 NE
229 82 NW
217 75 NW
254 79 N
274 79 N
271 58 N
265 70 S
274 74 N
250 13 NW
261 63 N
269 61 S
258 86 N
271 52 S
110 55 S
278 23 N
265 30 N
260 58 N
246 59 S
145 22 E
158 20 E
158 11 E
278 33 N
142 20 E
110 35 N
125 25 NE
135 24 NE
104 35 NE
183 26 E
198 25 E
172 23 E
199 27 E
180 22 E
179 22 E
163 32 E
205 40 SE
201 42 E
191 22 E
149 17 NE
212 40 SE
173 19 E
189 38 E
185 20 E
189 25 E
197 19 E
189 26 E
307 20 NE
330 25 E
136 20 NE
159 22 E
054 06 SE
165 28 NE
154 29 NE
135 24 NE
143 36 NE
155 28 NE
143 27 NE
178 15 E
128 22 NE
148 44 NE
108 34 N
100 35 N
104 55 N
110 45 NE
244 83 N
270 51 N
123 40 NE
140 47 E
130 87 NE
131 80 NE
271 56 N
256 90 NE
169 71 E
204 76 SE
200 82 SE
348 80 E
259 75 N
264 82 N
357 67 E
135 84 NE
154 70 NE
157 85 NE
226 71 SE
215 86 NW
240 80 NW
288 75 N
034 83 NW
239 67 NW
254 88 N
260 85 N
274 81 N
199 67 SE
142 62 NE
258 82 N
215 06 NW
222 17 NW
228 16 NW
256 87 S
177 21 E
269 45 N
115 42 N
170 30 E
218 44 SE
172 26 E
190 24 E
164 16 E
172 24 E
179 20 E
190 35 E
194 35 E
327 22 NE
314 27 NE
310 24 NE
330 21 NE
319 26 NE
349 32 E
147 20 NE
145 22 NE
144 30 NE
156 25 NE
149 23 NE
130 35 NE
121 42 NE
151 40 NE
135 58 NE
147 52 NE
158 41 NE
129 36 NE
157 38 NE
126 43 NE
149 31 NE
201 55 SE
187 56 E
171 45 E
160 69 E
139 72 NE
286 73 N
325 76 NE
100 72 N
068 73 NW
137 63 NE
222 76 SE
153 62 NE
133 63 NE
115 65 NE
109 85 W
217 90 N
146 88 NE
282 72 N
261 75 N
293 78 N
291 67 N
310 54 NE
301 64 NE
250 82 N
051 70 SE
085 88 S
250 84 N
136 87 SW
094 71 N
136 90 N
101 75 N
169 75 E
096 90 S
066 73 SE
085 86 N
125 73 NE
230 74 NW
133 89 NE
172 66 E
161 82 SE
175 86 E
254 90 NE
199 82 NW
204 71 SE
242 90 N
202 90 E
341 88 E
028 72 SE
009 70 E
004 67 E
049 74 SE
179 79 E
254 86 S
253 78 S
243 77 S
260 70 S
204 27 NW
204 26 NW
219 31 NW
236 40 NW
236 24 NW
265 55 N
256 66 N
260 49 N
262 55 N
261 76 N
254 88 S
264 87 S
229 36 SE
214 37 SE
210 35 SE
191 35 SE
253 20 S
202 46 E
170 26 E
204 42 SE
214 40 SE
203 30 SE
209 45 SE
357 27 E
022 31 SE
343 28 SE
348 30 E
354 34 E
189 37 E
194 56 E
012 48 E
161 31 NE
135 45 NE
167 30 NE
186 45 E
171 38 E
150 39 E
103 58 N
122 45 NE
140 36 NE
191 45 E
171 48 E
176 42 E
168 37 E
151 47 NE
134 49 NE
176 54 E
121 76 NE
119 82 NE
122 75 NE
150 54 E
116 57 N
117 61 N
118 68 N
101 73 N
144 75 NE
292 76 NE
286 81 NE
305 82 NE
104 82 SW
105 88 S
313 73 NE
010 85 E
120 80 SW
312 90 N
207 57 NW
115 74 NE
119 74 NE
129 74 NE
156 82 NE
167 84 E
203 75 E
135 86 NE
124 75 NE
126 87 NE
195 87 W
174 87 E
026 90 E
115 81 SW
013 86 E
032 85 SE
306 64 NE
082 86 S
109 83 N
177 88 W
181 84 W
182 85 E
145 90 N
059 77 SE
169 83 E
154 83 SW
039 81 SE
120 90 N
037 83 SE
046 81 SE
315 85 NE
108 90 N
210 90 N
189 88 E
196 78 E
018 78 SE
035 84 SE
020 82 SE
250 70 S
242 81 SE
211 88 W
210 81 SE
192 77 E
249 76 S
250 89 S
254 88 N
263 83 N
242 87 S
241 82 SE
276 81 N
265 49 S
240 64 SE
249 65 SE
244 47 SE
230 56 SE
209 46 SE
118 76 N
223 40 SE
220 47 SE
132 57 NE
210 45 SE
233 52 SE
212 48 SE
212 41 SE
212 38 SE
189 50 E
235 16 SE
020 54 E
018 53 E
008 54 E
200 51 SE
191 45 E
189 58 E
221 60 SE
212 57 E
212 51 SE
211 65 SE
235 68 SE
207 68 SE
202 58 SE
202 50 SE
193 43 E
211 50 SE
180 76 E
167 47 E
171 63 E
204 60 SE
192 59 E
206 59 SE
188 72 E
125 72 NE
120 75 NE
201 65 SE
016 75 E
101 84 S
104 84 N
105 86 S
218 74 SE
149 86 SW
130 78 SW
079 70 N
023 76 SE
170 82 E
061 73 NW
189 80 E
195 76 E
194 78 E
129 88 NE
191 86 E
199 65 SE
100 71 S
106 76 S
127 74 SW
144 84 W
208 82 E
183 71 E
189 90 N
199 64 E
201 73 E
225 68 SE
184 85 E
163 85 E
160 68 NE
199 64 E
131 70 NE
179 87 W
148 70 SW
037 86 SE
075 76 SE
059 68 SE
179 90 N
071 68 S
069 68 S
078 79 S
115 78 S
085 74 S
040 65 S
196 84 E
188 85 W
052 83 SE
008 87 W
015 81 E
192 79 E
234 75 SE
031 86 SE
159 81 SW
180 74 W
184 83 W
184 90 N
199 90 N
209 90 N
203 75 N
192 75 W
199 90 N
038 90 N
245 74 SE
025 85 W
210 88 SE
040 90 N
234 85 S
266 80 S
261 82 N
264 87 S
244 70 SE
253 60 SE
227 54 SE
260 76 S
259 62 S
268 67 S
268 66 S
194 40 E
231 55 SE
242 60 SE
276 65 S
172 60 E
144 71 NE
111 76 S
209 50 SE
229 50 SE
215 61 SE
194 48 SE
207 63 SE
203 68 SE
210 58 SE
110 78 S
212 83 SE
190 69 E
215 45 SE
244 74 SE
221 71 SE
222 67 SE
210 63 SE
185 45 E
211 73 SE
222 80 W
188 79 W
214 78 W
199 80 E
202 76 E
193 44 E
131 84 NE
178 82 W
199 76 E
174 70 E
018 50 E
017 67 E
153 72 E
010 73 E
166 87 E
155 88 SW
188 84 E
175 85 W
181 82 E
184 86 W
168 88 E
167 83 W
189 88 W
174 80 W
186 83 E
174 70 W
021 86 W
168 51 W
177 89 W
173 89 E
189 80 W
178 83 W
000 80 W
171 70 W
181 85 W
174 76 W
182 80 W
178 76 W
183 77 W
187 78 E
172 69 W
171 80 W
181 62 W
187 86 W
207 73 W
215 86 NW
202 75 W
204 84 W
194 62 W
272 83 N
258 66 N
248 62 N
270 90 N
278 85 N
275 77 N
266 80 N
261 76 S
248 66 SE
274 75 S
253 65 S
256 56 S
277 79 S
277 75 S
106 80 S
139 82 SW
115 90 N
116 80 S
272 56 S
279 72 S
164 78 E
262 60 S
238 60 SE
163 81 E
232 70 SE
228 62 SE
122 80 NE
243 64 SE
243 62 SE
124 77 NE
267 74 S
101 81 S
096 82 S
236 72 SE
126 75 SW
253 80 SE
130 80 SW
187 73 E
252 75 S
220 81 SE
155 83 SW
202 85 SE
251 61 S
115 90 N
230 67 SE
262 65 S
207 90 N
189 88 E
192 71 E
189 60 E
212 66 SE
182 76 W
189 86 W
169 76 W
207 70 SE
161 58 SW
162 69 SW
200 78 E
199 78 E
040 83 E
002 57 E
008 83 W
117 42 S
183 88 W
182 81 W
172 70 W
156 58 SW
168 63 W
175 63 W
187 70 W
209 88 W
208 76 W
197 74 W
200 80 W
201 44 W
170 66 W
280 70 N
124 56 N
269 52 N
289 58 N
125 84 NE
121 79 NE
111 78 N
276 70 N
286 73 N
284 82 S
117 84 N
116 57 N
108 84 S
262 65 S
137 70 NE
108 85 S
264 81 N
111 72 S
112 64 S
273 58 S
114 30 S
187 73 E
119 85 SW
126 71 SW
127 71 SW
137 64 SW
358 47 E
161 71 W
152 54 W
151 55 W
137 58 SW
161 78 W
162 76 W
191 74 E
165 69 W
157 83 W
162 66 W
261 60 S
143 49 SW
150 64 NE
142 68 SW
159 58 W
116 70 W
161 56 W
181 69 E
175 68 W
154 48 W
156 60 W
175 70 W
172 55 W
182 45 W
172 89 W
188 61 W
179 68 W
194 56 W
199 73 W
187 69 W
187 68 W
194 53 W
134 54 NE
144 52 NE
109 89 S
135 76 NE
114 75 S
118 73 S
141 74 NE
125 88 SW
174 68 E
215 83 SE
226 85 SE
113 60 S
135 70 SW
134 50 SW
166 52 W
165 65 W
158 59 SW
144 49 SW
141 40 SW
148 36 SW
157 27 SW
157 43 W
156 55 W
181 63 W
169 44 W
161 45 W
158 46 W
192 30 W
182 42 W
209 45 NW
198 58 W
200 59 NW
200 60 NW
209 35 NW
195 58 W
